group,sample_count,mean_dice,mean_iou,mean_hd,mean_hd95,mean_assd,mean_precision,mean_recall,topology_success_rate,topology_failure_count,extra_components_count,missing_holes_count,extra_holes_count,remote_false_positive_count
1.5,1156,0.8528290361049436,0.7619213265234899,3.3306156009861665,2.2581116986794583,0.777922863918909,0.8498485836189257,0.8667019071381221,0.8572664359861591,165,0,1,164,8
3,73,0.8866767727483075,0.8016324531825205,3.3672230427517973,2.2981280741386625,0.7658875231698394,0.8897415687981671,0.8877268431658822,0.9315068493150684,5,0,0,5,0
