group,sample_count,mean_dice,mean_iou,mean_hd,mean_hd95,mean_assd,mean_precision,mean_recall,topology_success_rate,topology_failure_count,extra_components_count,missing_holes_count,extra_holes_count,remote_false_positive_count
1.5,1156,0.8526892335015929,0.7617174695458928,3.3308843365166885,2.2555361823777567,0.7776537943510207,0.85048340846504,0.8657733541104811,0.8572664359861591,165,0,1,164,8
3,73,0.8867192911805464,0.8016962198237055,3.3672230427517973,2.297551085349082,0.7640636259759751,0.8906168312630128,0.8868554442379114,0.9315068493150684,5,0,0,5,0
