group,sample_count,mean_dice,mean_iou,mean_hd,mean_hd95,mean_assd,mean_precision,mean_recall,topology_success_rate,topology_failure_count,extra_components_count,missing_holes_count,extra_holes_count,remote_false_positive_count
ED,656,0.8501310586872332,0.7565932619536367,3.302216000862801,2.1338291877417666,0.6880739832880971,0.8649015921572801,0.8454432886556885,0.8719512195121951,84,0,0,84,7
ES,573,0.8653208202262984,0.7815960374270242,3.5237512367143102,2.494804071743797,0.8505328394825483,0.8833738777122965,0.858440749546997,0.837696335078534,93,0,1,92,5
