group,sample_count,mean_dice,mean_iou,mean_hd,mean_hd95,mean_assd,mean_precision,mean_recall,topology_success_rate,topology_failure_count,extra_components_count,missing_holes_count,extra_holes_count,remote_false_positive_count
ED,656,0.8508301792650453,0.7566975331522633,3.2295707180332416,2.091435833164274,0.6940454619262196,0.8409090381708149,0.8706934296356591,0.8719512195121951,84,0,0,84,5
ES,573,0.8591529922969485,0.7725578308801009,3.4515029391001164,2.448759423217114,0.8716415496377418,0.8665576262264078,0.8628264484120267,0.849912739965096,86,0,1,85,3
