group,sample_count,mean_dice,mean_iou,mean_hd,mean_hd95,mean_assd,mean_precision,mean_recall,topology_success_rate,topology_failure_count,extra_components_count,missing_holes_count,extra_holes_count,remote_false_positive_count
ARR,120,0.8793202699865977,0.7941707648131006,3.0645668527654433,2.050480120615816,0.6974279889864692,0.8911722381285361,0.8747160955102943,0.875,15,0,0,15,0
CIA,113,0.8641248844828244,0.7686555124929357,2.6704671409936815,1.79773320172316,0.676092757365564,0.8445803313838279,0.8938460825135762,0.9646017699115044,4,0,0,4,0
FALL,115,0.859875696307117,0.7741355372970512,2.917327654284242,2.000781345437387,0.7078184763050219,0.8561750598595951,0.8735102126038433,0.8608695652173913,16,0,0,16,0
HCM,200,0.8753603712343999,0.7936703460840602,3.4266298162013675,2.456062900446581,0.8523796702200116,0.8946114006419954,0.8683822665974057,0.825,35,0,0,35,1
LV,234,0.8352139198220232,0.7447495976964815,4.133747915064442,2.694838484252972,0.8806158900947606,0.8241936138098679,0.8596882328655139,0.8290598290598291,40,0,0,40,4
NOR,244,0.855079737003843,0.7635059519321272,2.9728529787988087,1.983720772179568,0.6459993931640406,0.8500269032313933,0.8690622859007584,0.8237704918032787,43,0,1,42,2
RV,111,0.8414167817262649,0.7350311039848154,3.597544359647519,2.380011038226435,0.8435673377388752,0.845443574917157,0.849396004234011,0.9099099099099099,10,0,0,10,0
TRI,92,0.8243495943257094,0.7282139942631037,3.4128212990674927,2.4545201739760323,0.9288650780765895,0.8076204782387321,0.8475280163760935,0.9239130434782609,7,0,0,7,1
