group,sample_count,mean_dice,mean_iou,mean_hd,mean_hd95,mean_assd,mean_precision,mean_recall,topology_success_rate,topology_failure_count,extra_components_count,missing_holes_count,extra_holes_count,remote_false_positive_count
1.5,1156,0.8555347056266778,0.7662427167286394,3.3901163091436572,2.2873236478493766,0.7630323321255433,0.8719367432447892,0.8502117688638264,0.8520761245674741,171,0,1,170,10
3,73,0.8837902025212917,0.8000428595748437,3.6491602990853265,2.536555388409801,0.7762530701830652,0.8984904273061007,0.8719526307120218,0.9178082191780822,6,0,0,6,2
